talk_id,tags
597,medicine
597,performance
598,Asia
598,art
598,design
598,future
598,india
599,biology
599,health
599,medicine
599,science
599,technology
600,live music
600,music
600,performance
601,biology
601,evolution
601,life
601,science
601,universe
602,education
602,performance
602,poetry
602,writing
603,cities
603,health
603,health care
603,heart health
603,medicine
603,public health
603,technology
604,TEDx
604,architecture
604,creativity
604,design
604,theater
605,culture
605,feminism
605,gender
605,self
605,social change
605,women
606,TED Fellows
606,children
606,design
606,entrepreneur
606,health
606,innovation
606,invention
606,medicine
607,business
607,creativity
607,map
608,books
608,creativity
608,goal-setting
608,poverty
608,writing
609,big problems
609,brain
609,economics
609,global issues
609,health
609,sanitation
609,technology
609,women
610,collaboration
610,community
610,entrepreneur
610,health
610,health care
610,media
610,medicine
611,TEDx
611,biotech
611,chemistry
611,disease
611,health
611,health care
611,innovation
611,poverty
611,science
611,technology
612,cancer
612,health
612,health care
612,medicine
612,technology
613,art
613,astronomy
613,creativity
613,illness
613,science
613,space
614,TEDx
614,corruption
614,global issues
614,money
614,politics
615,business
615,education
615,food
615,global issues
615,health
615,obesity
616,cities
616,design
616,map
616,technology
616,virtual reality
617,business
617,global issues
617,politics
618,activism
618,happiness
618,health
618,prosthetics
618,social change
618,society
619,TED Brain Trust
619,business
619,energy
619,global issues
619,invention
619,science
619,technology
620,TEDx
620,computers
620,history
620,life
620,technology
621,business
621,design
621,health care
621,law
622,TEDMED
622,disease
622,health
622,health care
622,medicine
622,technology
623,Autism spectrum disorder
623,animals
623,brain
623,design
623,education
623,invention
623,mental health
623,science
623,technology
624,biology
624,health care
624,medicine
624,neuroscience
624,science
624,sight
625,art
625,culture
625,design
625,entertainment
626,brain
626,mind
626,music
626,performance
627,brain
627,culture
627,economics
627,happiness
627,mind
627,philosophy
627,psychology
627,science
628,business
628,culture
628,entertainment
628,india
628,sports
629,data
629,demo
629,interface design
629,technology
629,web
630,astronomy
630,physics
630,science
631,adventure
631,entertainment
631,film
631,movies
631,nature
631,oceans
631,storytelling
631,submarine
631,technology
631,writing
632,collaboration
632,dance
632,entertainment
632,gaming
632,performance
633,business
633,happiness
633,life
633,mind
633,psychology
633,self
634,Internet
634,computers
634,statistics
634,visualizations
634,web
635,cities
635,culture
635,design
635,transportation
636,agriculture
636,biology
636,environment
636,food
636,health
637,entertainment
637,illusion
637,magic
637,medicine
637,science
638,Internet
638,business
638,entrepreneur
638,money
638,web
639,biology
639,fish
639,health care
639,science
639,war
640,business
640,health
640,health care
640,science
640,technology
641,biodiversity
641,biology
641,comedy
641,humor
641,life
641,religion
641,storytelling
641,writing
642,computers
642,design
642,entertainment
642,gaming
642,global issues
642,play
643,adventure
643,biology
643,exploration
643,humanity
643,medicine
643,science
643,weather
644,creativity
644,entertainment
644,film
645,culture
645,evolutionary psychology
645,global issues
645,morality
645,philosophy
645,psychology
645,religion
645,science
646,Brazil
646,South America
646,activism
646,biodiversity
646,biology
646,birds
646,global issues
646,science
647,business
647,language
647,law
647,simplicity
648,Mars
648,Planets
648,TEDx
648,exploration
648,life
648,science
648,space
648,technology
649,TED Fellows
649,brain
649,entertainment
649,live music
649,mental health
649,music
649,performance
649,violin
650,humanity
650,psychology
650,theater
651,Slavery
651,business
651,economics
651,global issues
651,humanity
651,trafficking
652,children
652,education
652,global development
652,poverty
652,teaching
653,future
653,global issues
653,media
653,news
653,science
654,business
654,dance
654,entertainment
654,leadership
654,marketing
654,online video
655,children
655,creativity
655,education
655,intelligence
656,business
656,consumerism
656,design
656,entertainment
656,gaming
656,technology
657,AIDS
657,global issues
657,health
657,health care
657,sex
658,design
658,health
658,health care
658,medicine
658,prosthetics
658,technology
658,war
659,AI
659,TEDx
659,engineering
659,robots
659,science
659,technology
660,bees
660,biology
660,botany
660,environment
660,life
660,sex
661,literature
661,music
661,performance
661,poetry
662,global issues
662,medicine
662,religion
662,science
662,writing
663,global issues
663,media
663,photography
663,poverty
663,war
664,business
664,culture
664,green
664,technology
665,art
665,cities
665,culture
665,design
665,entertainment
665,race
666,Internet
666,music
666,online video
666,performance
666,web
667,animals
667,design
667,exploration
667,fish
667,mission blue
667,oceans
667,science
667,technology
668,culture
668,health
668,magic
668,science
669,TED Fellows
669,biology
669,engineering
669,invention
669,microbiology
670,business
670,collaboration
670,culture
670,design
670,entertainment
670,psychology
671,business
671,culture
671,democracy
671,politics
671,social change
672,culture
672,feminism
672,social change
672,women
673,String theory
673,biology
673,complexity
673,computers
673,math
673,physics
673,science
673,simplicity
674,adventure
674,entertainment
674,global issues
674,goal-setting
674,oceans
675,chemistry
675,complexity
675,design
675,history
675,simplicity
675,technology
676,comedy
676,entertainment
676,humor
676,statistics
677,big problems
677,cities
677,economics
677,poverty
678,TEDx
678,business
678,entrepreneur
678,leadership
678,success
679,fish
679,green
679,mission blue
679,oceans
679,science
680,creativity
680,entrepreneur
680,innovation
680,invention
680,poverty
681,entertainment
681,history
681,live music
681,music
682,evolution
682,friendship
682,health
682,medicine
682,obesity
682,science
682,society
683,TED Brain Trust
683,creativity
683,disease
683,innovation
683,insects
683,invention
683,poverty
683,technology
684,economics
684,fish
684,mission blue
684,oceans
684,science
685,TEDx
685,children
685,education
685,math
685,student
685,teaching
686,children
686,comedy
686,humor
686,sex
687,humanity
687,mind
687,peace
687,psychology
687,war
688,cancer
688,food
688,medicine
688,science
688,technology
689,culture
689,food
689,global issues
689,green
690,animals
690,global issues
690,mission blue
690,oceans
690,science
691,alternative energy
691,energy
691,exploration
691,green
691,science
691,technology
692,DNA
692,biology
692,business
692,genetics
692,life
692,science
692,technology
693,TED Brain Trust
693,children
693,creativity
693,education
693,invention
694,TEDx
694,business
694,creativity
694,culture
694,design
694,fashion
694,law
694,media
695,TED Fellows
695,children
695,culture
695,film
695,politics
695,suicide
695,war
696,AIDS
696,HIV
696,Vaccines
696,disease
696,global issues
696,health
696,medicine
697,cities
697,music
697,performance
697,poetry
697,storytelling
698,Internet
698,TEDx
698,law
698,music
698,online video
698,technology
698,web
699,computers
699,design
699,film
699,interface design
699,invention
699,technology
699,visualizations
700,fish
700,mission blue
700,oceans
700,photography
700,science
701,Internet
701,activism
701,collaboration
701,computers
701,culture
701,government
701,law
701,meme
701,web
702,curiosity
702,economics
702,global issues
702,innovation
702,physics
702,science
702,space
703,TEDx
703,engineering
703,entertainment
703,music
703,physics
704,democracy
704,government
704,law
704,philosophy
704,politics
704,sports
705,Africa
705,animals
705,biodiversity
705,global issues
705,green
705,science
706,creativity
706,design
706,economics
706,engineering
706,motivation
706,politics
706,simplicity
707,Anthropocene
707,TED Brain Trust
707,climate change
707,economics
707,energy
707,environment
707,green
707,law
707,nuclear weapons
707,wind energy
708,architecture
708,future
708,history
708,music
709,God
709,faith
709,neuroscience
709,psychology
709,science
709,self
710,art
710,business
710,creativity
710,culture
710,entertainment
710,law
710,online video
710,technology
711,animals
711,mission blue
711,oceans
711,science
711,singer
712,TEDx
712,business
712,children
712,education
712,entrepreneur
712,money
712,teaching
713,cancer
713,dance
713,music
713,performance
713,personal growth
713,storytelling
714,Buddhism
714,business
714,economics
714,happiness
714,money
714,psychology
715,art
715,design
715,innovation
715,typography
716,cities
716,education
716,global issues
716,innovation
717,children
717,medicine
717,neuroscience
717,science
717,technology
718,children
718,design
718,entertainment
718,entrepreneur
718,gaming
718,toy
719,collaboration
719,community
719,culture
719,technology
719,wikipedia
720,TEDx
720,cities
720,design
720,infrastructure
720,urban planning
721,fish
721,health
721,mission blue
721,oceans
721,science
722,art
722,astronomy
722,science
722,space
722,technology
723,TED Fellows
723,architecture
723,design
723,environment
723,urban planning
724,math
725,TEDx
725,food
725,global issues
725,health
725,obesity
725,social change
726,crime
726,ecology
726,environment
726,green
726,nature
726,plants
726,prison
726,social change
726,trees
727,culture
727,data
727,demo
727,global issues
727,poverty
727,prediction
727,presentation
728,TEDx
728,disaster relief
728,energy
728,environment
728,oceans
728,oil
728,pollution
729,business
729,collaboration
729,design
729,technology
730,communication
730,global issues
730,language
730,news
730,technology
730,web
731,culture
731,novel
731,politics
731,storytelling
731,women
732,Surveillance
732,communication
732,global issues
732,iraq
732,military
732,news
732,technology
733,Islam
733,art
733,culture
733,peace
734,Planets
734,astrobiology
734,astronomy
734,biology
734,extraterrestrial life
734,life
734,technology
734,telescopes
734,universe
735,brain
735,computers
735,design
735,entertainment
735,interface design
735,mind
735,technology
736,biology
736,design
736,future
736,medicine
736,technology
737,business
737,choice
737,culture
737,decision-making
737,economics
737,psychology
737,social change
737,society
738,TEDx
738,business
738,chemistry
738,disaster relief
738,environment
738,fish
738,oceans
738,oil
738,science
739,TED Brain Trust
739,business
739,creativity
739,intelligence
739,self
740,mission blue
740,oceans
740,poetry
740,science
740,technology
741,brain
741,business
741,design
741,economics
741,money
741,monkeys
741,psychology
741,science
742,activism
742,adventure
742,climate change
742,global issues
742,science
742,sports
743,business
743,environment
743,green
743,sustainability
744,Slavery
744,economics
744,education
744,feminism
744,global development
744,poverty
744,trafficking
744,women
745,God
745,LGBT
745,culture
745,government
745,law
745,love
745,religion
745,sex
746,AI
746,children
746,computers
746,design
746,gaming
746,psychology
746,technology
747,comedy
747,entertainment
747,humor
748,Iran
748,Middle East
748,comedy
748,entertainment
748,humor
748,politics
749,TEDx
749,business
749,entertainment
749,entrepreneur
749,gaming
749,money
749,psychology
750,complexity
750,computers
750,data
750,design
750,visualizations
751,climate change
751,news
751,science
752,brain
752,economics
752,evolution
752,mind
752,psychology
752,science
753,animals
753,art
753,comedy
753,entertainment
753,humor
753,oceans
753,science
754,TEDx
754,disaster relief
754,energy
754,environment
754,green
754,oil
754,sustainability
755,business
755,marketing
755,math
755,physics
756,big problems
756,culture
756,data
756,economics
756,global issues
756,happiness
756,statistics
757,Anthropocene
757,agriculture
757,cities
757,climate change
757,environment
757,global issues
758,brain
758,culture
758,happiness
758,religion
758,society
759,goal-setting
759,motivation
759,personal growth
759,psychology
759,self
759,storytelling
759,success
760,biodiversity
760,biology
760,environment
760,life
760,nature
760,photography
760,trees
761,children
761,education
761,global development
761,global issues
761,technology
761,web
762,art
762,design
762,entertainment
762,visualizations
763,global issues
763,innovation
763,iraq
763,politics
763,state-building
764,TEDx
764,education
764,entertainment
764,music
764,performance
764,performance art
764,theater
765,TED Brain Trust
765,advertising
765,business
765,design
765,marketing
766,mission blue
766,oceans
766,science
766,technology
767,business
767,education
767,global issues
767,innovation
767,online video
767,science
767,technology
767,web
768,evolution
768,humanity
768,personal growth
768,science
768,self
769,friendship
769,health
769,humanity
769,medicine
769,meme
769,science
769,society
770,culture
770,history
770,music
770,performance
770,singer
770,technology
771,books
771,business
771,consumerism
771,design
771,engineering
771,food
771,medicine
771,product design
772,collaboration
772,innovation
772,novel
772,science
772,technology
773,AIDS
773,Africa
773,community
773,health
773,health care
773,women
774,AIDS
774,Africa
774,activism
774,health
774,personal growth
775,TEDx
775,communication
775,culture
775,design
775,interface design
775,telecom
776,Senses
776,design
776,music
776,nature
776,psychology
776,science
776,sound
777,biology
777,birds
777,evolution
777,life
778,decision-making
778,design
778,health
778,medicine
778,psychology
778,statistics
778,technology
779,brain
779,mind
779,science
779,technology
780,PTSD
780,brain
780,depression
780,global issues
780,mental health
780,peace
780,poverty
780,psychology
780,violence
780,war
781,TEDx
781,culture
781,global issues
781,health
781,population
781,science
782,Anthropocene
782,environment
782,green
782,manufacturing
782,nature
782,plastic
782,product design
782,technology
783,economics
783,global development
783,green
783,poverty
783,sustainability
784,mission blue
784,oceans
784,science
784,technology
785,Africa
785,TEDx
785,data
785,global development
785,health
785,inequality
785,statistics
786,cancer
786,medicine
786,personal growth
786,storytelling
787,biology
787,botany
787,collaboration
787,plants
787,science
788,TEDx
788,business
788,global development
788,global issues
788,philanthropy
788,sanitation
789,TED Fellows
789,architecture
789,business
789,disaster relief
789,global issues
789,natural disaster
789,technology
790,art
790,collaboration
790,design
790,engineering
790,environment
790,performance art
790,technology
791,Internet
791,comedy
791,gaming
791,humanity
791,humor
791,music
791,play
791,technology
791,web
792,LGBT
792,TEDYouth
792,humanity
792,social change
792,society
792,violence
793,business
793,entrepreneur
793,global issues
793,poverty
793,social change
793,women in business
794,biology
794,food
794,science
794,technology
795,Anthropocene
795,consumerism
795,global issues
795,green
795,mission blue
795,oceans
795,plastic
796,art
796,media
796,news
796,war
797,future
797,garden
797,music
797,performance
797,society
798,business
798,design
798,economics
798,industrial design
798,technology
799,china
799,culture
799,economics
799,global issues
799,government
799,peace
799,politics
799,war
800,environment
800,fish
800,food
800,oceans
800,sustainability
801,TEDx
801,agriculture
801,green
801,insects
801,nature
801,technology
802,animation
802,art
802,design
802,performance
802,technology
803,culture
803,education
803,entertainment
803,gaming
803,technology
804,culture
804,democracy
804,design
804,global issues
804,government
804,politics
804,technology
805,global issues
805,mission blue
805,oceans
805,science
805,submarine
806,biology
806,brain
806,neuroscience
806,science
807,entertainment
807,live music
807,music
807,performance
808,design
808,education
808,poverty
809,Africa
809,iraq
809,peace
809,violence
809,war
810,TEDx
810,culture
810,history
810,photography
810,poverty
811,big problems
811,business
811,global issues
811,inequality
811,law
811,work
812,TED Fellows
812,complexity
812,design
812,science
812,simplicity
813,code
813,computers
813,education
813,math
813,technology
814,Senses
814,beauty
814,brain
814,culture
814,design
814,evolution
814,society
815,TEDx
815,children
815,education
815,leadership
815,motivation
815,personal growth
815,sports
815,storytelling
816,culture
816,design
816,education
816,green
817,global issues
817,law
817,mission blue
817,oceans
817,politics
817,science
818,TEDx
818,brain
818,children
818,health
818,medicine
819,drones
819,global issues
819,iraq
819,war
819,women
820,TEDx
820,business
820,creativity
820,culture
820,design
820,technology
820,work
821,TEDx
821,architecture
821,cities
821,creativity
821,design
821,green
821,technology
822,TEDx
822,agriculture
822,business
822,environment
822,food
822,green
822,health
822,sustainability
823,TEDx
823,culture
823,global issues
823,politics
823,war
824,agriculture
824,environment
824,food
824,health
824,insects
825,Africa
825,TEDx
825,animals
825,smell
825,technology
825,war
826,business
826,cities
826,culture
826,entertainment
826,food
826,global issues
826,sustainability
827,business
827,feminism
827,politics
827,women
827,women in business
828,Gender equality
828,bullying
828,culture
828,feminism
828,global issues
828,men
828,women
829,crime
829,culture
829,education
829,global issues
829,india
829,social change
830,Gender equality
830,culture
830,economics
830,education
830,feminism
830,global issues
830,women
831,TEDx
831,children
831,culture
831,education
832,children
832,communication
832,culture
832,entertainment
832,sex
832,web
833,TEDx
833,business
833,cities
833,collaboration
833,communication
833,consumerism
833,culture
833,technology
833,trust
834,TED Brain Trust
834,business
834,children
834,disease
834,economics
834,education
834,history
834,medicine
834,money
834,psychology
835,Africa
835,animals
835,environment
835,film
835,global issues
835,photography
836,Gender equality
836,business
836,feminism
836,goal-setting
836,leadership
836,technology
836,women
836,women in business
837,TEDx
837,business
837,cities
837,community
837,economics
837,green
838,TEDx
838,communication
838,culture
838,depression
838,fear
838,mental health
838,psychology
838,self
838,social change
839,culture
839,global issues
839,happiness
839,philosophy
839,self
840,business
840,culture
840,entertainment
840,productivity
840,sleep
841,TEDx
841,culture
841,global issues
841,journalism
841,religion
842,TEDx
842,brain
842,creativity
842,entertainment
842,music
842,science
842,technology
843,business
843,cancer
843,medicine
843,science
843,technology
844,TEDx
844,books
844,happiness
844,life
844,love
844,personal growth
844,psychology
844,writing
845,activism
845,global issues
845,humanity
845,nuclear weapons
845,peace
846,anthropology
846,computers
846,culture
846,cyborg
846,future
846,technology
847,Anthropocene
847,design
847,entertainment
847,technology
848,communication
848,global issues
848,politics
849,TEDx
849,bullying
849,children
849,education
849,gaming
849,psychology
849,technology
849,violence
850,activism
850,business
850,culture
850,economics
850,science
850,social change
851,health care
851,medicine
851,music
851,science
851,technology
852,Anthropocene
852,TEDx
852,business
852,communication
852,global issues
852,green
852,inequality
852,plastic
852,poverty
852,science
853,TEDx
853,data
853,health
853,medicine
853,science
853,technology
853,virtual reality
853,visualizations
854,AI
854,comedy
854,entertainment
854,humor
854,robots
854,science
854,technology
855,Asia
855,business
855,china
855,culture
855,economics
855,global issues
856,business
856,design
856,health
856,medicine
856,science
856,technology
857,art
857,comedy
857,culture
857,feminism
857,humor
857,media
857,peace
857,women
858,TEDx
858,neuroscience
858,psychology
858,science
858,technology
859,cancer
859,community
859,culture
859,storytelling
860,architecture
860,biology
860,cities
860,design
861,cities
861,collaboration
861,computers
861,curiosity
861,design
861,drones
861,hack
861,innovation
861,manufacturing
861,media
861,technology
862,advertising
862,culture
862,entertainment
862,media
862,social media
863,TEDx
863,entertainment
863,health
863,journalism
863,science
863,sports
864,culture
864,global issues
864,performance
864,poetry
864,war
864,women
865,TEDx
865,business
865,culture
865,life
865,motivation
865,work
865,work-life balance
866,AI
866,body language
866,business
866,communication
866,design
866,entertainment
866,robots
866,technology
867,community
867,global issues
867,health
867,medicine
867,science
867,women
868,architecture
868,biomimicry
868,design
868,science and art
868,sustainability
869,TEDx
869,entertainment
869,live music
869,music
869,performance
870,charter for compassion
870,compassion
870,faith
870,religion
870,science
871,TEDx
871,brain
871,children
871,language
871,science
871,technology
872,culture
872,economics
872,global issues
872,investment
872,women in business
873,business
873,technology
874,Foreign Policy
874,Gender equality
874,business
874,iraq
875,business
875,choice
875,culture
875,economics
876,Surgery
876,body language
876,community
876,culture
876,design
876,medical research
876,science
876,science and art
877,anthropology
877,storytelling
878,TED Brain Trust
878,cancer
878,genetics
878,medical research
879,entertainment
879,live music
879,music
879,performance
880,Egypt
880,Middle East
880,global issues
880,iraq
880,media
880,politics
880,protests
880,technology
881,TED Prize
881,activism
881,art
881,community
881,photography
882,Egypt
882,democracy
882,global issues
882,politics
882,protests
882,social change
883,aging
883,education
883,money
883,youth
884,Surgery
884,health care
884,invention
884,medical research
884,prosthetics
885,culture
885,feminism
885,history
885,identity
885,women
885,writing
886,culture
886,education
886,global issues
886,online video
886,teaching
887,brain
887,children
887,language
887,time
888,TEDx
888,business
888,environment
888,global issues
888,innovation
888,nature
888,rivers
888,sustainability
888,water
889,brain
889,culture
889,motivation
889,society
890,dark matter
890,science
890,universe
891,community
891,compassion
891,culture
892,TEDx
892,architecture
892,design
893,entertainment
893,performance
893,poetry
893,storytelling
894,culture
894,data
894,economics
894,women
895,TED Fellows
895,animals
895,culture
895,play
895,science
896,Bioethics
896,TEDx
896,biology
896,biomechanics
896,deextinction
896,future
896,genetics
896,philosophy
896,science
897,design
897,disability
897,exoskeleton
897,science
897,technology
898,TEDx
898,creativity
898,entertainment
898,live music
898,music
898,performance
899,TEDx
899,culture
899,global issues
899,language
900,Iran
900,computers
900,government
900,nuclear energy
900,science
900,technology
900,war
901,animals
901,design
901,entertainment
901,performance
901,theater
902,business
902,driverless cars
902,robots
902,science
902,technology
902,transportation
903,collaboration
903,conducting
903,crowdsourcing
903,entertainment
903,music
903,online video
903,virtual reality
904,education
904,science
904,technology
904,toy
905,culture
905,global issues
905,iraq
905,leadership
905,peace
905,war
906,business
906,charter for compassion
906,culture
907,Brand
907,business
907,comedy
907,consumerism
907,film
907,humor
907,movies
908,creativity
908,design
908,disease
908,invention
908,open-source
908,technology
909,activism
909,business
909,culture
910,TED Prize
910,TEDx
910,entertainment
910,music
910,oceans
911,Internet
911,big bang
911,cosmos
911,history
911,humanity
911,universe
911,visualizations
912,TEDx
912,collaboration
912,community
912,culture
912,global issues
912,politics
913,community
913,culture
913,speech
914,TED Fellows
914,culture
914,manufacturing
914,open-source
914,technology
915,business
915,technology
916,TEDx
916,culture
916,empathy
916,global issues
916,iraq
916,society
916,sociology
916,war
917,culture
917,failure
918,design
918,education
918,gaming
918,global issues
918,government
918,peace
918,politics
918,war
919,exploration
919,journalism
919,science
919,technology
919,telescopes
919,universe
920,business
920,storytelling
920,transportation
921,Bioethics
921,evolution
921,medicine
921,philosophy
921,science
921,technology
922,TEDx
922,culture
922,global issues
922,security
922,technology
922,terrorism
923,DNA
923,TEDx
923,alternative energy
923,biology
923,evolution
923,genetics
923,nature
923,science
923,virus
924,demo
924,design
924,entertainment
924,software
924,technology
925,design
925,education
925,play
925,science
925,technology
925,toy
926,culture
926,global issues
926,journalism
926,politics
926,technology
927,culture
927,friendship
927,global issues
927,parenting
927,terrorism
928,cities
928,design
928,entertainment
928,technology
929,TED Fellows
929,bacteria
929,biology
929,biotech
929,creativity
929,design
929,fashion
929,materials
929,technology
930,String theory
930,TEDx
930,astronomy
930,cosmos
930,philosophy
930,physics
930,science
930,time
930,universe
931,beauty
931,bees
931,botany
931,evolution
931,film
931,garden
931,insects
931,life
931,nature
931,plants
931,science
932,animals
932,biodiversity
932,creativity
932,culture
932,design
932,entertainment
932,photography
932,storytelling
933,biology
933,biomimicry
933,design
933,green
933,invention
933,life
933,medicine
933,science
933,technology
934,body language
934,culture
934,happiness
934,science
934,society
935,art
935,design
935,technology
936,TEDx
936,culture
936,history
936,physics
936,science
936,storytelling
937,brain
937,neuroscience
937,science
937,technology
938,architecture
938,biomimicry
938,creativity
938,design
938,science and art
939,Senses
939,brain
939,health
939,health care
939,pain
939,science
940,biology
940,deextinction
940,exploration
940,oceans
940,photography
940,science
941,culture
941,demo
941,entertainment
942,entertainment
942,social media
943,art
943,collaboration
943,crowdsourcing
943,data
943,design
943,technology
943,visualizations
944,Vaccines
944,disease
944,global issues
944,health
944,science
945,art
945,film
945,global issues
945,photography
945,women
946,Egypt
946,Islam
946,TEDx
946,culture
946,democracy
946,religion
947,TED Fellows
947,collaboration
947,creativity
947,entertainment
947,live music
948,creativity
948,culture
948,entertainment
949,Blindness
949,Senses
949,design
949,sight
949,technology
949,transportation
950,TED Brain Trust
950,art
950,design
950,film
950,happiness
950,motivation
951,philosophy
951,physics
951,science
952,consumerism
952,creativity
952,culture
952,design
952,fashion
953,TEDx
953,culture
953,philosophy
953,technology
954,dinosaurs
954,genetics
954,paleontology
954,science
955,art
955,cities
955,culture
955,data
955,design
955,technology
955,visualizations
956,business
956,cities
956,culture
956,design
956,global issues
957,Gender spectrum
957,TEDx
957,culture
957,gender
958,communication
958,culture
958,depression
958,mental health
958,storytelling
958,suicide
959,TEDx
959,design
959,health care
959,science
959,technology
960,art
960,creativity
960,design
960,storytelling
961,Europe
961,TEDx
961,business
961,culture
961,economics
961,play
961,social change
962,TED Fellows
962,art
962,glacier
962,global issues
962,photography
963,design
963,entertainment
963,live music
963,music
963,technology
964,design
964,entertainment
964,live music
964,music
964,technology
965,cars
965,cities
965,design
965,driverless cars
965,infrastructure
965,mobility
965,technology
966,brain
966,culture
967,culture
967,love
967,storytelling
968,art
968,astronomy
968,design
968,entertainment
968,physics
968,sound
968,technology
969,brain
969,depression
969,entertainment
969,mental health
969,performance
970,TED en Español
970,TEDx
970,community
970,crime
970,global issues
970,peace
970,social change
970,terrorism
970,violence
971,computers
971,history
971,language
971,science
972,TEDx
972,collaboration
972,culture
972,data
972,health care
972,science
972,technology
973,activism
973,architecture
973,cities
973,culture
973,public spaces
974,culture
974,success
975,TED Brain Trust
975,art
975,creativity
975,design
975,entertainment
975,food
975,photography
975,technology
976,bees
976,biology
976,botany
976,environment
976,insects
976,life
976,plants
976,science
976,sex
977,consciousness
977,medicine
977,technology
978,TED Fellows
978,biology
978,biomimicry
978,biotech
978,science
979,Surveillance
979,culture
979,protests
979,social media
980,culture
980,democracy
980,global issues
980,politics
981,business
981,creativity
981,culture
981,society
982,communication
982,global issues
982,journalism
982,war
982,women
983,Internet
983,TEDx
983,computers
983,crime
983,global issues
983,technology
983,virus
984,culture
984,entertainment
984,film
984,psychology
984,self
985,complexity
985,computers
985,social change
985,technology
986,animals
986,biomechanics
986,biomimicry
986,design
986,robots
986,technology
987,Foreign Policy
987,Middle East
987,global issues
987,military
987,peace
987,war
988,biology
988,business
988,cities
988,complexity
988,infrastructure
988,math
988,science
989,happiness
989,philosophy
989,psychology
989,science
990,culture
990,economics
990,food
990,global issues
990,peace
990,politics
990,war
991,culture
991,social change
991,sound
992,consciousness
992,culture
992,self
992,social change
992,social media
992,technology
993,Internet
993,cities
993,invention
993,technology
994,biology
994,communication
994,culture
994,evolution
994,language
994,science
995,TED Fellows
995,health
995,microbiology
995,science
996,culture
996,feminism
996,gaming
996,gender
996,sex
997,Human body
997,activism
997,brain
997,cancer
997,culture
997,poetry
998,architecture
998,cities
998,collaboration
998,design
998,energy
998,environment
998,green
998,infrastructure
998,technology
999,TEDx
999,animals
999,birds
999,collaboration
999,global issues
999,oceans
999,science
1000,activism
1000,collaboration
1000,global issues
1000,nonviolence
1000,peace
1000,war
1001,TED Fellows
1001,exploration
1001,science
1001,technology
1001,telescopes
1001,universe
1002,art
1002,design
1002,entertainment
1002,illusion
1002,magic
1002,music
1002,technology
1003,cognitive science
1003,economics
1003,medical research
1003,science
1003,technology
1004,DNA
1004,biology
1004,evolution
1004,science
1005,communication
1005,compassion
1005,entertainment
1005,film
1005,nonviolence
1005,peace
1005,violence
1005,war
1006,TED Fellows
1006,design
1006,technology
1007,Buddhism
1007,compassion
1007,culture
1007,death
1007,global issues
1008,culture
1008,design
1008,history
1008,invention
1008,technology
1009,TEDx
1009,culture
1009,entertainment
1009,global issues
1009,history
1009,storytelling
1009,war
1010,biology
1010,life
1010,nanoscale
1010,science
1011,books
1011,creativity
1011,design
1011,entertainment
1011,storytelling
1011,technology
1012,Asia
1012,culture
1012,democracy
1012,economics
1012,global issues
1012,politics
1013,Internet
1013,computers
1013,crime
1013,global issues
1013,technology
1014,art
1014,communication
1014,culture
1014,glacier
1015,Bioethics
1015,DNA
1015,TEDx
1015,biotech
1015,health care
1015,science
1015,technology
1016,culture
1016,entertainment
1017,business
1017,global issues
1017,philanthropy
1018,business
1018,culture
1018,economics
1018,global issues
1019,Google
1019,TEDx
1019,data
1019,design
1019,library
1019,technology
1019,visualizations
1019,writing
1020,Africa
1020,business
1020,global issues
1020,marketing
1020,philanthropy
1021,animals
1021,biology
1021,cancer
1021,science
1022,business
1022,creativity
1022,culture
1022,presentation
1023,communication
1023,culture
1023,health
1023,health care
1023,medicine
1023,science
1024,creativity
1024,culture
1024,design
1024,education
1024,work
1025,Africa
1025,democracy
1025,entertainment
1025,film
1025,global issues
1025,politics
1026,data
1026,health care
1026,illness
1026,illusion
1026,medicine
1026,pharmaceuticals
1026,science
1027,creativity
1027,entertainment
1027,sex
1027,theater
1028,Asia
1028,china
1028,economics
1028,global issues
1028,media
1028,politics
1029,TEDx
1029,bacteria
1029,biology
1029,evolution
1029,life
1029,science
1030,consumerism
1030,culture
1030,design
1030,happiness
1030,media
1030,simplicity
1031,business
1031,computers
1031,creativity
1031,death
1031,design
1031,goal-setting
1031,innovation
1031,life
1031,technology
1032,business
1032,global issues
1032,green
1032,plastic
1032,technology
1033,collaboration
1033,conducting
1033,culture
1033,entertainment
1033,music
1033,trust
1034,brain
1034,children
1034,culture
1034,education
1034,psychology
1035,Senses
1035,art
1035,beauty
1035,design
1035,happiness
1036,business
1036,history
1036,technology
1036,web
1037,culture
1037,psychology
1037,science
1037,society
1038,TED Fellows
1038,art
1038,death
1038,design
1038,green
1038,invention
1039,culture
1039,education
1039,global development
1039,global issues
1039,india
1039,invention
1039,women
1040,energy
1040,entrepreneur
1040,environment
1040,science
1040,technology
1041,TEDx
1041,computers
1041,global issues
1041,politics
1041,security
1041,technology
1041,terrorism
1041,war
1042,Senses
1042,design
1042,engineering
1042,invention
1042,medicine
1042,prosthetics
1042,science
1042,technology
1043,TED Fellows
1043,art
1043,data
1043,visualizations
1043,weather
1044,culture
1044,data
1044,global issues
1044,inequality
1044,money
1044,social change
1044,visualizations
1045,brain
1045,culture
1045,neuroscience
1045,science
1046,drones
1046,invention
1046,war
1047,DNA
1047,TEDx
1047,business
1047,cancer
1047,chemistry
1047,collaboration
1047,community
1047,crowdsourcing
1047,genetics
1047,medical research
1047,molecular biology
1047,open-source
1047,science
1048,art
1048,creativity
